"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
182433;2019-01-01;"terça-feira";"19:20:00";"RJ";40;106;"DUQUE DE CAXIAS";"Ingestão de Álcool";"Saída de leito carroçável";"Sem Vítimas";"Anoitecer";"Crescente";"Nublado";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-22,6565;-43,2837;"SPRF-RJ";"DEL01-RJ";"UOP01-DEL01-RJ"
182443;2019-01-02;"quarta-feira";"06:40:00";"RJ";116;227;"PIRAI";"Carga excessiva e/ou mal acondicionada";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";2;0;1;0;0;1;1;2;-22,672081;-43,817894;"SPRF-RJ";"DEL07-RJ";"UOP01-DEL07-RJ"
182451;2019-01-02;"quarta-feira";"07:35:00";"RS";386;365;"FAZENDA VILANOVA";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;3;0;1;1;3;3;-29,570097;-51,865437;"SPRF-RS";"DEL04-RS";"UOP02-DEL04-RS"
182459;2019-01-02;"quarta-feira";"08:50:00";"MG";262;101;"ABRE CAMPO";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;0;0;2;0;0;1;-20,289152;-42,523285;"SPRF-MG";"DEL03-MG";"UOP03-DEL03-MG"
182472;2019-01-02;"quarta-feira";"08:25:00";"CE";116;162;"RUSSAS";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;-4,929619;-37,989922;"SPRF-CE";"DEL03-CE";"UOP01-DEL03-CE"
182486;2019-01-02;"quarta-feira";"10:45:00";"SP";116;311;"SAO LOURENCO DA SERRA";"Condutor Dormindo";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";4;0;1;0;3;0;1;2;-23,86912046;-46,9569397;"SPRF-SP";"DEL04-SP";"UOP01-DEL04-SP"
182493;2019-01-02;"quarta-feira";"10:30:00";"RN";101;68,9;"EXTREMOZ";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Interseção de Vias";"Sim";2;0;0;0;2;0;0;2;-5,67192615;-35,25927991;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
182504;2019-01-02;"quarta-feira";"10:15:00";"BA";367;72;"PORTO SEGURO";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";4;0;2;0;1;1;2;3;-16,387493;-39,481358;"SPRF-BA";"DEL09-BA";"UOP01-DEL09-BA"
182510;2019-01-02;"quarta-feira";"11:47:00";"RJ";493;60;"DUQUE DE CAXIAS";"Condutor Dormindo";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;0;2;1;3;-22,672079;-43,285179;"SPRF-RJ";"DEL01-RJ";"UOP03-DEL01-RJ"
182528;2019-01-02;"quarta-feira";"10:30:00";"GO";20;124,7;"FLORES DE GOIAS";"Ultrapassagem Indevida";"Tombamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-14,857715;-46,79253;"SPRF-DF";"DEL02-DF";"UOP03-DEL02-DF"
182531;2019-01-02;"quarta-feira";"14:55:00";"PR";277;7,2;"PARANAGUA";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";11;1;5;1;3;1;6;6;-25,56187787;-48,5869503;"SPRF-PR";"DEL01-PR";"UOP05-DEL01-PR"
182536;2019-01-02;"quarta-feira";"10:45:00";"MA";402;1;"BACABEIRA";"Defeito Mecânico no Veículo";"Derramamento de carga";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Curva";"Não";2;0;0;0;1;1;0;2;-2,966262;-44,311607;"SPRF-MA";"DEL01-MA";"UOP01-DEL01-MA"
182538;2019-01-02;"quarta-feira";"13:35:00";"PE";101;69,1;"RECIFE";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Reta";"Sim";4;0;0;0;3;1;0;4;-8,0678;-34,9427;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
182543;2019-01-02;"quarta-feira";"15:35:00";"ES";101;254,3;"SERRA";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Interseção de Vias";"Sim";2;0;0;0;2;0;0;2;-20,1128125;-40,3237617;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
182564;2019-01-02;"quarta-feira";"13:40:00";"PI";316;4,8;"TERESINA";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Reta";"Sim";2;0;0;0;1;1;0;2;-5,136601;-42,788982;"SPRF-PI";"DEL01-PI";"UOP02-DEL01-PI"
182577;2019-01-02;"quarta-feira";"16:30:00";"PB";104;100;"SAO SEBASTIAO DE LAGOA DE  ROCA";"Falta de Atenção à Condução";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;-7,045145;-35,857178;"SPRF-PB";"DEL02-PB";"UOP04-DEL02-PB"
182579;2019-01-02;"quarta-feira";"18:45:00";"MG";381;528,3;"BRUMADINHO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Chuva";"Dupla";"Curva";"Não";6;0;1;2;2;3;3;6;-20,1634;-44,3399;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
182585;2019-01-02;"quarta-feira";"17:00:00";"RJ";40;84;"PETROPOLIS";"Restrição de Visibilidade";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";7;0;2;0;5;0;2;5;-22,5511;-43,2257;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
182592;2019-01-02;"quarta-feira";"14:40:00";"MG";116;777,2;"LEOPOLDINA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;2;0;0;1;2;2;-21,59630793;-42,69102305;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
182604;2019-01-02;"quarta-feira";"21:00:00";"ES";101;149,9;"LINHARES";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";2;0;0;1;0;1;1;2;-19,40414715;-40,0607121;"SPRF-ES";"DEL04-ES";"UOP01-DEL04-ES"
182615;2019-01-02;"quarta-feira";"22:35:00";"MG";381;323;"NOVA ERA";"Desobediência às normas de trânsito pelo pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;0;0;1;1;1;1;3;-19,7609;-43,0306;"SPRF-MG";"DEL03-MG";"UOP02-DEL03-MG"
182625;2019-01-03;"quinta-feira";"00:20:00";"MG";40;520,5;"CONTAGEM";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";3;0;0;1;1;2;1;4;-19,85528724;-44,07212734;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
182627;2019-01-02;"quarta-feira";"22:00:00";"SC";101;159;"PORTO BELO";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;1;1;2;0;2;3;-27,2072;-48,619;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
182629;2019-01-02;"quarta-feira";"22:30:00";"RN";101;140,2;"ARES";"Agressão Externa";"Colisão lateral";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;0;0;2;2;0;4;-6,206553;-35,214569;"SPRF-RN";"DEL01-RN";"UOP01-DEL01-RN"
182631;2019-01-03;"quinta-feira";"02:05:00";"SC";470;60,8;"BLUMENAU";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";3;0;1;0;1;1;1;3;-26,8794737;-49,17276621;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
182632;2019-01-02;"quarta-feira";"21:30:00";"CE";222;119;"ITAPAJE";"Velocidade Incompatível";"Tombamento";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;0;0;1;1;0;2;-3,722229;-39,561836;"SPRF-CE";"DEL04-CE";"UOP03-DEL04-CE"
182635;2019-01-03;"quinta-feira";"03:10:00";"PR";277;122;"CAMPO LARGO";"Falta de Atenção à Condução";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;0;0;3;1;0;3;-25,44308085;-49,46120024;"SPRF-PR";"DEL01-PR";"UOP06-DEL01-PR"
182642;2019-01-03;"quinta-feira";"05:45:00";"AL";316;261,5;"PILAR";"Avarias e/ou desgaste excessivo no pneu";"Colisão com objeto estático";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;1;0;2;1;1;3;-9,588771;-35,887005;"SPRF-AL";"DEL02-AL";"UOP01-DEL02-AL"
182647;2019-01-03;"quinta-feira";"08:00:00";"SC";101;132,5;"BALNEARIO CAMBORIU";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-26,9992;-48,646;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
182667;2019-01-03;"quinta-feira";"09:00:00";"PI";343;4;"TERESINA";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";4;0;1;0;3;0;1;3;-5,08054127;-42,78572381;"SPRF-PI";"DEL05-PI";"UOP01-DEL05-PI"
182678;2019-01-03;"quinta-feira";"11:15:00";"MG";50;70;"UBERLANDIA";"Velocidade Incompatível";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-18,8957;-48,2477;"SPRF-MG";"DEL15-MG";"UOP01-DEL15-MG"
182679;2019-01-03;"quinta-feira";"09:00:00";"PE";232;129;"CARUARU";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";3;0;0;1;2;0;1;2;-8,301935;-35,980919;"SPRF-PE";"DEL02-PE";"UOP03-DEL02-PE"
182686;2019-01-03;"quinta-feira";"09:55:00";"RS";386;426,9;"MONTENEGRO";"Velocidade Incompatível";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";3;0;0;0;3;0;0;2;-29,82130917;-51,35319889;"SPRF-RS";"DEL04-RS";"UOP02-DEL04-RS"
182687;2019-01-03;"quinta-feira";"10:30:00";"RJ";116;286,2;"BARRA MANSA";"Velocidade Incompatível";"Colisão com objeto estático";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;1;1;0;2;-22,547443;-44,183659;"SPRF-RJ";"DEL07-RJ";"UOP02-DEL07-RJ"
182688;2019-01-03;"quinta-feira";"11:19:00";"PR";376;660;"TIJUCAS DO SUL";"Sinalização da via insuficiente ou inadequada";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva;Declive";"Não";21;0;4;2;14;1;6;15;-25,85551615;-48,99799347;"SPRF-PR";"DEL01-PR";"DEL7/1-UOP08/PR"
182691;2019-01-03;"quinta-feira";"11:50:00";"RJ";116;126;"MAGE";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Sim";4;0;4;0;0;0;4;1;-22,654894;-43,086365;"SPRF-RJ";"DEL04-RJ";"UOP02-DEL04-RJ"
182696;2019-01-03;"quinta-feira";"13:03:00";"MG";262;438,6;"NOVA SERRANA";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;1;0;0;1;0;0;2;-19,896221;-44,869728;"SPRF-MG";"DEL08-MG";"UOP03-DEL08-MG"
182701;2019-01-03;"quinta-feira";"11:00:00";"RJ";101;295;"ITABORAI";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;2;0;1;2;-22,763668;-42,90226;"SPRF-RJ";"DEL02-RJ";"DEL5/2-UOP04/RJ"
182705;2019-01-03;"quinta-feira";"12:45:00";"MG";381;350;"JOAO MONLEVADE";"Desobediência às normas de trânsito pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Aclive;Curva";"Não";2;0;0;0;1;1;0;2;-19,8612991;-43,11663958;"SPRF-MG";"DEL03-MG";"UOP01-DEL03-MG"
183199;2019-01-03;"quinta-feira";"13:20:00";"MS";163;341,8;"RIO BRILHANTE";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";5;0;1;0;3;1;1;4;-21,65923756;-54,42941698;"SPRF-MS";"DEL02-MS";"UOP02-DEL02-MS"
183202;2019-01-03;"quinta-feira";"14:20:00";"SP";116;505;"CAJATI";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;0;1;1;2;-24,79149038;-48,21036816;"SPRF-SP";"DEL05-SP";"UAP01-DEL05-SP"
183204;2019-01-03;"quinta-feira";"14:18:00";"PR";277;20;"MORRETES";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";5;0;1;0;3;1;1;4;-25,52912068;-48,7253952;"SPRF-PR";"DEL01-PR";"UOP05-DEL01-PR"
183205;2019-01-03;"quinta-feira";"13:30:00";"GO";50;287;"CATALAO";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Aclive";"Não";5;0;2;0;3;0;2;2;-18,2261;-47,9777;"SPRF-GO";"DEL06-GO";"UOP01-DEL06-GO"
183207;2019-01-03;"quinta-feira";"12:40:00";"MG";251;339,4;"FRUTA DE LEITE";"Velocidade Incompatível";"Tombamento";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;0;0;0;1;1;0;2;-16,2567;-42,4555;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
183209;2019-01-03;"quinta-feira";"14:30:00";"GO";40;51;"LUZIANIA";"Defeito Mecânico no Veículo";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;1;1;0;2;-16,450211;-47,808134;"SPRF-DF";"DEL01-DF";"UOP02-DEL01-DF"
183215;2019-01-03;"quinta-feira";"15:45:00";"SC";116;190,8;"SAO CRISTOVAO DO SUL";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-27,35149796;-50,43447825;"SPRF-SC";"DEL05-SC";"UOP03-DEL05-SC"
183221;2019-01-03;"quinta-feira";"10:00:00";"MG";116;98;"MEDINA";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Curva";"Não";3;0;0;0;1;2;0;3;-16,48382682;-41,50531769;"SPRF-MG";"DEL11-MG";"UOP02-DEL11-MG"
183226;2019-01-03;"quinta-feira";"16:04:00";"RS";386;214,3;"TIO HUGO";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Aclive;Reta";"Não";7;0;4;0;2;1;4;4;-28,58625519;-52,6001358;"SPRF-RS";"DEL04-RS";"NPF/DEL04-RS"
183233;2019-01-03;"quinta-feira";"16:00:00";"PE";101;7,5;"GOIANA";"Falta de Atenção do Pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;2;-7,56401279;-34,99008898;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
183234;2019-01-03;"quinta-feira";"07:30:00";"PI";407;600;"ACAUA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-8,34087;-41,062969;"SPRF-PI";"DEL04-PI";"UOP01-DEL04-PI"
183237;2019-01-03;"quinta-feira";"07:20:00";"BA";410;6;"RIBEIRA DO POMBAL";"Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";4;0;1;0;1;3;1;5;-10,84393;-38,57634;"SPRF-BA";"DEL07-BA";"UOP02-DEL07-BA"
183238;2019-01-03;"quinta-feira";"08:45:00";"BA";242;414;"SEABRA";"Defeito Mecânico no Veículo";"Colisão traseira";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";39;1;14;22;0;2;36;5;-12,485007;-41,73613;"SPRF-BA";"DEL10-BA";"UOP03-DEL06-BA"
183242;2019-01-03;"quinta-feira";"06:00:00";"BA";242;489;"OLIVEIRA DOS BREJINHOS";"Ultrapassagem Indevida";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";8;0;3;2;2;2;5;5;-12,414012;-42,368441;"SPRF-BA";"DEL06-BA";"UOP01-DEL06-BA"
183261;2019-01-03;"quinta-feira";"16:50:00";"MA";10;236;"GOVERNADOR EDISON LOBAO";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";6;0;1;0;5;0;1;3;-5,655617;-47,388985;"SPRF-MA";"DEL04-MA";"UOP01-DEL04-MA"
183263;2019-01-03;"quinta-feira";"18:50:00";"RS";116;455,2;"SAO LOURENCO DO SUL";"Mal Súbito";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";4;0;2;0;1;3;2;6;-31,27209536;-52,00550079;"SPRF-RS";"DEL02-RS";"UOP03-DEL02-RS"
183264;2019-01-03;"quinta-feira";"20:15:00";"PR";153;163,4;"VENTANIA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Nublado";"Simples";"Declive;Curva";"Não";2;1;0;0;0;1;0;2;-24,258533;-50,249423;"SPRF-PR";"DEL03-PR";"UOP02-DEL03-PR"
183266;2019-01-03;"quinta-feira";"17:30:00";"GO";80;14;"PADRE BERNARDO";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;0;1;1;2;-15,426183;-48,195811;"SPRF-DF";"DEL01-DF";"UOP02-DEL03-DF"
183267;2019-01-03;"quinta-feira";"19:25:00";"PR";116;47,1;"CAMPINA GRANDE DO SUL";"Velocidade Incompatível";"Colisão com objeto estático";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Não";3;0;0;0;2;1;0;3;-25,210619;-48,897217;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
183270;2019-01-03;"quinta-feira";"18:00:00";"SC";116;174;"SAO CRISTOVAO DO SUL";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";6;0;4;0;1;1;4;3;-27,262749;-50,444603;"SPRF-SC";"DEL05-SC";"UOP03-DEL05-SC"
183272;2019-01-03;"quinta-feira";"20:35:00";"SP";116;28,4;"CRUZEIRO";"Falta de Atenção à Condução";"Engavetamento";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Reta";"Não";5;0;0;0;5;0;0;3;-22,62492;-44,915722;"SPRF-SP";"DEL08-SP";"UOP02-DEL08-SP"
183277;2019-01-03;"quinta-feira";"22:00:00";"GO";60;118;"TEREZOPOLIS DE GOIAS";"Falta de Atenção à Condução";"Colisão transversal";"Sem Vítimas";"Plena Noite";"Crescente";"Ignorado";"Dupla";"Reta";"Sim";3;0;0;0;3;0;0;2;-16,4848;-49,0935;"SPRF-GO";"DEL01-GO";"UOP01-DEL01-GO"
183285;2019-01-03;"quinta-feira";"23:25:00";"PE";428;185,7;"PETROLINA";"Ingestão de Álcool";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Interseção de Vias";"Sim";1;0;1;0;0;0;1;1;-9,340178;-40,470364;"SPRF-PE";"DEL06-PE";"UOP01-DEL06-PE"
183290;2019-01-03;"quinta-feira";"22:40:00";"CE";116;340;"JAGUARIBE";"Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-5,990852;-38,628197;"SPRF-CE";"DEL05-CE";"UOP02-DEL05-CE"
183291;2019-01-04;"sexta-feira";"01:45:00";"RJ";40;124;"DUQUE DE CAXIAS";"Defeito na Via";"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;0;2;1;3;-22,8147;-43,2881;"SPRF-RJ";"DEL01-RJ";"UOP01-DEL01-RJ"
183292;2019-01-04;"sexta-feira";"02:10:00";"MG";267;262,6;"AIURUOCA";"Falta de Atenção à Condução";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Curva";"Não";2;0;0;1;0;1;1;2;-21,93366529;-44,63166357;"SPRF-MG";"DEL05-MG";"UOP01-DEL17-MG"
