"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
260357;2020-01-02;"quinta-feira";"12:15:00";"BA";367;56,6;"PORTO SEGURO";"Desobediência às normas de trânsito pelo condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";4;0;1;0;2;2;1;4;-16,38851188;-39,348101;"SPRF-BA";"DEL09-BA";"UOP01-DEL09-BA"
260371;2020-01-02;"quinta-feira";"14:40:00";"MG";146;596;"POCOS DE CALDAS";"Velocidade Incompatível";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;-21,74732471;-46,40491826;"SPRF-MG";"DEL16-MG";"UOP01-DEL09-MG"
260375;2020-01-02;"quinta-feira";"14:30:00";"GO";50;132,8;"IPAMERI";"Velocidade Incompatível";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta;Retorno Regulamentado";"Não";5;0;0;0;4;1;0;3;-17,0245;-47,7626;"SPRF-GO";"DEL06-GO";"UOP01-DEL06-GO"
260376;2020-01-02;"quinta-feira";"14:00:00";"BA";116;572;"BREJOES";"Ultrapassagem Indevida";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta;Aclive";"Não";15;0;3;0;11;1;3;5;-13,026093;-39,96092;"SPRF-BA";"DEL03-BA";"UOP02-DEL03-BA"
260389;2020-01-02;"quinta-feira";"15:30:00";"BA";116;438,9;"FEIRA DE SANTANA";"Velocidade Incompatível";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";13;0;4;0;8;1;4;10;-12,31624811;-39,04401672;"SPRF-BA";"DEL02-BA";"UOP01-DEL02-BA"
260405;2020-01-02;"quinta-feira";"16:50:00";"SC";282;520,7;"XAXIM";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Rotatória";"Não";3;0;0;0;2;2;0;4;-26,950415;-52,526096;"SPRF-SC";"DEL07-SC";"UOP01-DEL07-SC"
260407;2020-01-02;"quinta-feira";"13:50:00";"MG";116;571,4;"MANHUACU";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Declive";"Não";1;0;1;0;0;0;1;1;-20,11476401;-42,18102184;"SPRF-MG";"DEL06-MG";"UOP03-DEL06-MG"
260416;2020-01-02;"quinta-feira";"15:30:00";"SC";470;121;"IBIRAMA";"Velocidade Incompatível";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Múltipla";"Curva";"Não";5;0;1;3;1;0;4;2;-27,09550316;-49,52962875;"SPRF-SC";"DEL04-SC";"UOP02-DEL04-SC"
260419;2020-01-02;"quinta-feira";"15:10:00";"MG";116;777,4;"LEOPOLDINA";"Pista Escorregadia";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";6;0;0;1;4;2;1;4;-21,59632074;-42,69196405;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
260422;2020-01-02;"quinta-feira";"18:10:00";"PE";101;58,6;"RECIFE";"Não guardar distância de segurança";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Ponte";"Sim";4;0;3;0;0;1;3;2;-7,97063209;-34,92064675;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
260423;2020-01-02;"quinta-feira";"12:40:00";"MG";381;892,8;"CAMBUI";"Velocidade Incompatível";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;1;-22,58389953;-46,04782104;"SPRF-MG";"DEL16-MG";"UOP03-DEL16-MG"
260431;2020-01-02;"quinta-feira";"17:30:00";"TO";153;250;"COLINAS DO TOCANTINS";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Dupla";"Declive";"Sim";3;0;0;1;1;3;1;5;-8,05584913;-48,46619817;"SPRF-TO";"DEL02-TO";"UOP02-DEL02-TO"
260464;2020-01-02;"quinta-feira";"17:30:00";"PR";116;18;"ANTONINA";"Pista Escorregadia";"Danos eventuais";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Chuva";"Dupla";"Declive";"Sim";3;0;1;0;1;1;1;2;-25,103973;-48,710786;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
260478;2020-01-02;"quinta-feira";"22:30:00";"ES";101;435,4;"MIMOSO DO SUL";"Pista Escorregadia";"Tombamento";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Chuva";"Simples";"Curva";"Não";2;1;1;0;0;0;1;1;-21,05500952;-41,19609059;"SPRF-ES";"DEL03-ES";"UOP02-DEL03-ES"
260481;2020-01-02;"quinta-feira";"23:25:00";"BA";116;528,4;"ITATIM";"Velocidade Incompatível";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Simples";"Curva;Declive";"Não";3;1;0;0;1;1;0;3;-12,71846546;-39,74793434;"SPRF-BA";"DEL03-BA";"UOP02-DEL03-BA"
260488;2020-01-03;"sexta-feira";"00:30:00";"RJ";101;11,6;"CAMPOS DOS GOYTACAZES";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Em Obras";"Não";4;0;2;0;2;0;2;2;-21,30766784;-41,3253282;"SPRF-RJ";"DEL08-RJ";"UOP01-DEL08-RJ"
260490;2020-01-03;"sexta-feira";"00:50:00";"MG";153;59;"MONTE ALEGRE DE MINAS";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";2;0;1;0;0;1;1;2;-18,88622703;-49,05195006;"SPRF-MG";"DEL15-MG";"UOP03-DEL15-MG"
260495;2020-01-03;"sexta-feira";"02:50:00";"GO";40;92,5;"CRISTALINA";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Interseção de Vias";"Sim";3;0;1;0;2;0;1;2;-16,730814;-47,626211;"SPRF-DF";"DEL01-DF";"UOP02-DEL01-DF"
260496;2020-01-03;"sexta-feira";"02:10:00";"RN";226;148,2;"CURRAIS NOVOS";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;2;0;0;3;1;-6,20865867;-36,29031686;"SPRF-RN";"DEL03-RN";"UOP02-DEL03-RN"
260497;2020-01-03;"sexta-feira";"02:40:00";"SC";101;36,8;"JOINVILLE";"Ingestão de Álcool";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;0;1;1;0;2;-26,24573198;-48,9101069;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
260501;2020-01-03;"sexta-feira";"05:15:00";"GO";153;440,4;"ANAPOLIS";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;0;1;1;2;1;4;-16,306765;-48,923847;"SPRF-GO";"DEL02-GO";"UOP01-DEL02-GO"
260502;2020-01-03;"sexta-feira";"05:17:00";"BA";116;511;"SANTA TERESINHA";"Falta de Atenção à Condução";"Colisão lateral";"Sem Vítimas";"Amanhecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;0;0;2;2;0;4;-12,64828829;-39,60617355;"SPRF-BA";"DEL03-BA";"UOP02-DEL03-BA"
260503;2020-01-03;"sexta-feira";"05:25:00";"ES";101;264,5;"SERRA";"Desobediência às normas de trânsito pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Múltipla";"Interseção de Vias";"Sim";3;0;1;1;1;0;2;2;-20,17889309;-40,26530538;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
260506;2020-01-03;"sexta-feira";"05:15:00";"RS";386;423;"MONTENEGRO";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Sol";"Dupla";"Retorno Regulamentado";"Não";1;0;1;0;0;0;1;1;-29,816875;-51,392719;"SPRF-RS";"DEL04-RS";"UOP02-DEL04-RS"
260507;2020-01-02;"quinta-feira";"19:30:00";"MG";50;176;"UBERABA";"Falta de Atenção à Condução";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Declive";"Sim";2;0;0;0;0;2;0;2;-19,77919981;-47,960032;"SPRF-MG";"DEL13-MG";"UOP01-DEL13-MG"
260508;2020-01-03;"sexta-feira";"06:30:00";"PI";316;9;"TERESINA";"Ultrapassagem Indevida";"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;2;0;1;1;2;3;-5,17381686;-42,76624952;"SPRF-PI";"DEL01-PI";"UOP02-DEL01-PI"
260518;2020-01-03;"sexta-feira";"08:25:00";"MG";40;462,8;"SETE LAGOAS";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta;Aclive";"Não";6;0;2;0;2;2;2;4;-19,418214;-44,339468;"SPRF-MG";"DEL02-MG";"UOP01-DEL02-MG"
260521;2020-01-03;"sexta-feira";"07:30:00";"MG";40;735,8;"SANTOS DUMONT";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-21,37449311;-43,56992662;"SPRF-MG";"DEL05-MG";"UOP01-DEL05-MG"
260524;2020-01-03;"sexta-feira";"07:00:00";"PR";369;22,5;"CAMBARA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de Vias";"Não";4;0;1;0;2;1;1;3;-23,0431141;-50,104056;"SPRF-PR";"DEL07-PR";"UOP05-DEL07-PR"
260526;2020-01-03;"sexta-feira";"07:55:00";"GO";50;281;"CATALAO";"Desobediência às normas de trânsito pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";5;0;2;0;2;1;2;3;-18,1838;-47,9441;"SPRF-GO";"DEL06-GO";"UOP01-DEL06-GO"
260527;2020-01-03;"sexta-feira";"08:40:00";"PI";316;298;"PICOS";"Falta de Atenção à Condução";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Declive;Curva";"Não";4;0;3;0;0;2;3;3;-7,02855707;-41,5570932;"SPRF-PI";"DEL04-PI";"UOP01-DEL04-PI"
260528;2020-01-03;"sexta-feira";"08:00:00";"RS";392;1,6;"RIO GRANDE";"Defeito Mecânico no Veículo";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";2;0;1;0;1;0;1;2;-32,04488513;-52,0855305;"SPRF-RS";"DEL07-RS";"UOP02-DEL07-RS"
260530;2020-01-03;"sexta-feira";"01:20:00";"MG";381;268;"TIMOTEO";"Ultrapassagem Indevida";"Colisão lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva";"Sim";2;0;1;0;1;0;1;2;-19,52832567;-42,63334751;"SPRF-MG";"DEL03-MG";"UOP02-DEL03-MG"
260535;2020-01-03;"sexta-feira";"08:40:00";"RS";290;25,7;"SANTO ANTONIO DA PATRULHA";"Falta de Atenção à Condução";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Dupla";"Reta";"Não";4;0;1;1;1;1;2;3;-29,879977;-50,51217;"SPRF-RS";"DEL03-RS";"UOP01-DEL03-RS"
260538;2020-01-03;"sexta-feira";"09:15:00";"PI";316;2,4;"TERESINA";"Desobediência às normas de trânsito pelo condutor";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Rotatória";"Sim";3;0;0;1;1;1;1;3;-5,123238;-42,79601812;"SPRF-PI";"DEL01-PI";"UOP02-DEL01-PI"
260550;2020-01-03;"sexta-feira";"10:40:00";"SC";282;460;"PONTE SERRADA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Declive";"Não";4;0;2;0;1;2;2;4;-26,856062;-52,03215;"SPRF-SC";"DEL07-SC";"UOP04-DEL07-SC"
260558;2020-01-03;"sexta-feira";"11:00:00";"RJ";116;127;"MAGE";"Defeito Mecânico no Veículo";"Derramamento de carga";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-22,66137035;-43,09295957;"SPRF-RJ";"DEL04-RJ";"UOP02-DEL04-RJ"
260570;2020-01-03;"sexta-feira";"12:50:00";"MG";40;632;"CONSELHEIRO LAFAIETE";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";5;0;1;0;3;1;1;3;-20,67348593;-43,7968977;"SPRF-MG";"DEL05-MG";"UOP02-DEL05-MG"
260581;2020-01-03;"sexta-feira";"13:30:00";"RS";392;347;"SANTA MARIA";"Falta de Atenção à Condução";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";8;0;1;1;5;1;2;4;-29,76125014;-53,78681035;"SPRF-RS";"DEL09-RS";"UOP01-DEL09-RS"
260584;2020-01-03;"sexta-feira";"13:10:00";"MG";251;506,6;"FRANCISCO SA";"Pista Escorregadia";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Declive";"Não";3;0;1;1;0;1;2;2;-16,61894941;-43,6887828;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
260588;2020-01-03;"sexta-feira";"13:55:00";"RS";116;247,3;"SAO LEOPOLDO";"Desobediência às normas de trânsito pelo condutor";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Sim";2;1;0;0;1;0;0;2;-29,76733091;-51,1535296;"SPRF-RS";"DEL01-RS";"UOP02-DEL01-RS"
260600;2020-01-03;"sexta-feira";"08:15:00";"BA";116;694,9;"JEQUIE";"Velocidade Incompatível";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Não";4;0;1;2;1;0;3;2;-14,03704037;-40,20363092;"SPRF-BA";"DEL03-BA";"UOP01-DEL03-BA"
260612;2020-01-03;"sexta-feira";"15:10:00";"RJ";116;266;"BARRA MANSA";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Dupla";"Curva";"Sim";6;0;1;2;3;0;3;5;-22,58856193;-44,09534501;"SPRF-RJ";"DEL07-RJ";"UOP02-DEL07-RJ"
260614;2020-01-03;"sexta-feira";"11:00:00";"MG";381;371;"SAO GONCALO DO RIO ABAIXO";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Não";6;0;1;0;1;4;1;3;-19,84407789;-43,30732499;"SPRF-MG";"DEL01-MG";"UOP01-DEL01-MG"
260622;2020-01-03;"sexta-feira";"13:20:00";"PR";163;158;"LINDOESTE";"Defeito Mecânico no Veículo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-25,35274977;-53,58271385;"SPRF-PR";"DEL04-PR";"UOP05-DEL05-PR"
260627;2020-01-03;"sexta-feira";"15:25:00";"PR";376;339;"ORTIGUEIRA";"Pista Escorregadia";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";4;0;0;2;1;3;2;5;-24,14014023;-51,00552499;"SPRF-PR";"DEL07-PR";"UOP02-DEL07-PR"
260633;2020-01-03;"sexta-feira";"12:50:00";"PR";153;51,2;"SANTO ANTONIO DA PLATINA";"Mal Súbito";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";11;5;1;0;0;5;1;4;-23,37806597;-50,06216712;"SPRF-PR";"DEL07-PR";"UOP04-DEL07-PR"
260634;2020-01-03;"sexta-feira";"16:35:00";"MG";381;529,5;"BRUMADINHO";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Não";5;0;1;0;4;0;1;3;-20,16619722;-44,36914378;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
260648;2020-01-03;"sexta-feira";"16:10:00";"MG";116;766,7;"LEOPOLDINA";"Falta de Atenção à Condução";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;0;1;1;1;0;2;2;-21,5271992;-42,65302264;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
